_id,name,updated
5436e3bfbae478396759f1d5,ISIC_0000130,2015-12-04T14:52:00.420000+00:00
5436e3bfbae478396759f1d7,ISIC_0000131,2015-12-04T19:49:48.215000+00:00
5436e3bfbae478396759f1d9,ISIC_0000132,2015-12-02T19:30:31.913000+00:00
5436e3bfbae478396759f1db,ISIC_0000133,2015-12-04T15:05:42.503000+00:00
5436e3bfbae478396759f1dd,ISIC_0000134,2015-12-04T14:44:43.593000+00:00
5436e3c0bae478396759f1df,ISIC_0000135,2015-12-07T12:04:30.003000+00:00
5436e3c0bae478396759f1e1,ISIC_0000136,2015-12-07T12:21:05.586000+00:00
5436e3c0bae478396759f1e3,ISIC_0000137,2015-12-04T19:55:26.266000+00:00
5436e3c0bae478396759f1e5,ISIC_0000138,2015-12-04T19:58:03.298000+00:00
5436e3c0bae478396759f1e7,ISIC_0000139,2015-12-07T12:19:13.271000+00:00
5436e3c1bae478396759f1e9,ISIC_0000140,2015-12-02T19:06:44.172000+00:00
5436e3c1bae478396759f1eb,ISIC_0000141,2015-12-03T12:46:28.765000+00:00
5436e3c1bae478396759f1ed,ISIC_0000142,2015-12-02T19:27:08.546000+00:00
5436e3c1bae478396759f1ef,ISIC_0000143,2015-12-04T14:50:08.971000+00:00
5436e3c2bae478396759f1f1,ISIC_0000144,2015-12-04T14:56:24.504000+00:00
5436e3c2bae478396759f1f3,ISIC_0000145,2015-12-04T15:04:19.665000+00:00
5436e3c2bae478396759f1f5,ISIC_0000146,2015-12-03T12:46:40.368000+00:00
5436e3c2bae478396759f1f7,ISIC_0000147,2015-12-02T19:57:14.550000+00:00
5436e3c2bae478396759f1f9,ISIC_0000148,2015-12-07T12:13:29.835000+00:00
5436e3c3bae478396759f1fb,ISIC_0000149,2015-12-02T19:46:06.135000+00:00
5436e3c3bae478396759f1fd,ISIC_0000150,2015-12-02T19:19:01.592000+00:00
5436e3c3bae478396759f1ff,ISIC_0000151,2015-12-04T19:54:51.744000+00:00
5436e3c3bae478396759f201,ISIC_0000152,2015-12-04T15:14:41.116000+00:00
5436e3c4bae478396759f203,ISIC_0000153,2015-12-02T19:54:58.272000+00:00
5436e3c4bae478396759f205,ISIC_0000154,2015-12-04T19:44:15.763000+00:00
5436e3c4bae478396759f207,ISIC_0000155,2015-12-04T15:48:28.646000+00:00
5436e3c4bae478396759f209,ISIC_0000156,2015-08-31T23:06:07.706000+00:00
5436e3c4bae478396759f20b,ISIC_0000157,2015-12-02T19:33:09.981000+00:00
5436e3c4bae478396759f20d,ISIC_0000158,2014-11-04T20:52:28.394000+00:00
5436e3c4bae478396759f20f,ISIC_0000159,2015-12-02T19:42:23.487000+00:00
5436e3c4bae478396759f211,ISIC_0000160,2015-12-07T12:07:32.515000+00:00
5436e3c5bae478396759f213,ISIC_0000161,2015-12-04T19:50:59.992000+00:00
5436e3c5bae478396759f215,ISIC_0000162,2015-12-03T12:52:36.439000+00:00
5436e3c5bae478396759f217,ISIC_0000163,2015-12-04T19:44:56.544000+00:00
5436e3c5bae478396759f219,ISIC_0000164,2015-12-07T12:07:42.677000+00:00
5436e3c5bae478396759f21b,ISIC_0000165,2015-12-02T19:44:23.218000+00:00
5436e3c5bae478396759f21d,ISIC_0000166,2015-12-04T19:44:03.785000+00:00
5436e3c5bae478396759f21f,ISIC_0000167,2015-12-02T19:32:35.229000+00:00
5436e3c5bae478396759f221,ISIC_0000168,2015-12-02T19:17:15.034000+00:00
5436e3c5bae478396759f223,ISIC_0000169,2015-12-02T19:39:47.939000+00:00
5436e3c5bae478396759f225,ISIC_0000170,2015-12-07T12:12:32.308000+00:00
5436e3c5bae478396759f227,ISIC_0000171,2015-12-02T19:29:07.549000+00:00
5436e3c5bae478396759f229,ISIC_0000172,2015-12-02T19:49:06.556000+00:00
5436e3c5bae478396759f22b,ISIC_0000173,2015-12-02T19:38:49.068000+00:00
5436e3c6bae478396759f22d,ISIC_0000174,2015-12-04T14:50:53.200000+00:00
5436e3c6bae478396759f22f,ISIC_0000175,2015-12-04T14:57:56.574000+00:00
5436e3c6bae478396759f231,ISIC_0000176,2015-12-02T19:16:25.648000+00:00
5436e3c6bae478396759f233,ISIC_0000177,2015-12-04T19:47:08.453000+00:00
5436e3c6bae478396759f235,ISIC_0000178,2015-12-04T19:55:14.437000+00:00
5436e3c6bae478396759f237,ISIC_0000179,2015-12-02T19:47:03.175000+00:00
5436e3c6bae478396759f239,ISIC_0000180,2015-12-04T15:46:53.539000+00:00
5436e3c6bae478396759f23b,ISIC_0000181,2015-12-04T14:51:47.414000+00:00
5436e3c6bae478396759f23d,ISIC_0000182,2015-12-07T12:27:50.333000+00:00
5436e3c6bae478396759f23f,ISIC_0000183,2015-12-04T15:28:20.327000+00:00
5436e3c7bae478396759f241,ISIC_0000184,2015-12-04T15:32:37.548000+00:00
5436e3c7bae478396759f243,ISIC_0000185,2015-12-04T19:54:03.661000+00:00
5436e3c7bae478396759f245,ISIC_0000186,2015-12-04T15:01:56.396000+00:00
5436e3c7bae478396759f247,ISIC_0000187,2015-12-04T19:52:06.798000+00:00
5436e3c7bae478396759f249,ISIC_0000188,2015-12-07T12:21:21.268000+00:00
5436e3c7bae478396759f24b,ISIC_0000189,2015-12-07T12:16:16.280000+00:00
5436e3c7bae478396759f24d,ISIC_0000190,2015-12-04T19:48:31.297000+00:00
5436e3c7bae478396759f24f,ISIC_0000191,2015-12-07T12:08:12.368000+00:00
5436e3c7bae478396759f251,ISIC_0000192,2015-12-02T19:43:33.020000+00:00
5436e3c7bae478396759f253,ISIC_0000193,2015-12-02T19:53:37.670000+00:00
5436e3c8bae478396759f255,ISIC_0000194,2015-12-04T14:52:44.978000+00:00
5436e3c8bae478396759f257,ISIC_0000195,2015-12-04T15:47:35.977000+00:00
5436e3c8bae478396759f259,ISIC_0000196,2015-12-04T19:41:42.291000+00:00
5436e3c8bae478396759f25b,ISIC_0000197,2015-12-03T12:47:14.425000+00:00
5436e3c8bae478396759f25d,ISIC_0000198,2015-12-02T19:51:42.581000+00:00
5436e3c8bae478396759f25f,ISIC_0000199,2015-12-04T14:46:54.543000+00:00
5436e3c8bae478396759f261,ISIC_0000200,2015-12-02T19:57:54.625000+00:00
5436e3c8bae478396759f263,ISIC_0000201,2015-12-04T19:53:34.558000+00:00
5436e3c8bae478396759f265,ISIC_0000202,2015-12-04T15:30:18.005000+00:00
5436e3c9bae478396759f267,ISIC_0000203,2015-12-04T14:51:21.081000+00:00
5436e3c9bae478396759f269,ISIC_0000204,2015-12-07T12:20:22.942000+00:00
5436e3c9bae478396759f26b,ISIC_0000205,2015-12-02T19:37:00.313000+00:00
5436e3c9bae478396759f26d,ISIC_0000206,2015-12-04T14:38:04.768000+00:00
5436e3c9bae478396759f26f,ISIC_0000207,2015-12-04T19:49:19.812000+00:00
5436e3c9bae478396759f271,ISIC_0000208,2015-12-04T19:40:35.849000+00:00
5436e3c9bae478396759f273,ISIC_0000209,2015-12-04T14:55:33.485000+00:00
5436e3c9bae478396759f275,ISIC_0000210,2015-12-07T12:15:06.937000+00:00
5436e3c9bae478396759f277,ISIC_0000211,2015-12-04T14:54:34.505000+00:00
5436e3c9bae478396759f279,ISIC_0000212,2015-12-07T12:28:57.776000+00:00
5436e3cabae478396759f27b,ISIC_0000213,2015-12-02T19:46:52.619000+00:00
5436e3cabae478396759f27d,ISIC_0000214,2015-12-02T19:27:48.021000+00:00
5436e3cabae478396759f27f,ISIC_0000215,2015-12-07T12:04:15.421000+00:00
5436e3cabae478396759f281,ISIC_0000216,2015-12-02T19:39:07.145000+00:00
5436e3cabae478396759f283,ISIC_0000217,2015-12-07T12:17:18.964000+00:00
5436e3cabae478396759f285,ISIC_0000218,2015-12-04T15:26:38.704000+00:00
5436e3cabae478396759f287,ISIC_0000219,2015-12-02T19:54:13.988000+00:00
5436e3cabae478396759f289,ISIC_0000220,2015-12-04T19:48:20.810000+00:00
5436e3cabae478396759f28b,ISIC_0000221,2015-12-04T15:06:51.949000+00:00
5436e3cabae478396759f28d,ISIC_0000222,2015-12-02T19:50:08.458000+00:00
5436e3cabae478396759f28f,ISIC_0000223,2015-12-04T20:00:16.559000+00:00
5436e3cbbae478396759f291,ISIC_0000224,2015-12-04T19:55:01.380000+00:00
5436e3cbbae478396759f293,ISIC_0000225,2015-12-04T14:42:41.863000+00:00
5436e3cbbae478396759f295,ISIC_0000226,2015-12-04T19:57:52.617000+00:00
5436e3cbbae478396759f297,ISIC_0000227,2015-12-04T15:50:44.897000+00:00
5436e3cbbae478396759f299,ISIC_0000228,2015-12-07T12:13:16.174000+00:00
5436e3cbbae478396759f29b,ISIC_0000229,2015-12-07T12:07:03.717000+00:00
5436e3cbbae478396759f29d,ISIC_0000230,2015-12-04T15:01:09.735000+00:00
5436e3cbbae478396759f29f,ISIC_0000231,2015-12-02T19:41:58.340000+00:00
5436e3cbbae478396759f2a1,ISIC_0000232,2015-12-02T19:49:15.807000+00:00
5436e3cbbae478396759f2a3,ISIC_0000233,2015-12-02T19:46:39.204000+00:00
5436e3ccbae478396759f2a5,ISIC_0000234,2015-12-04T19:47:48.041000+00:00
5436e3ccbae478396759f2a7,ISIC_0000235,2015-12-04T14:39:45.866000+00:00
5436e3ccbae478396759f2a9,ISIC_0000236,2015-12-04T19:49:01.638000+00:00
5436e3ccbae478396759f2ab,ISIC_0000237,2015-12-02T19:55:07.002000+00:00
5436e3ccbae478396759f2ad,ISIC_0000238,2015-12-04T14:46:34.949000+00:00
5436e3ccbae478396759f2af,ISIC_0000239,2015-12-04T19:59:53.656000+00:00
5436e3ccbae478396759f2b1,ISIC_0000240,2015-12-03T12:55:07.989000+00:00
5436e3ccbae478396759f2b3,ISIC_0000241,2015-12-04T19:53:54.210000+00:00
5436e3ccbae478396759f2b5,ISIC_0000242,2015-12-04T15:50:26.158000+00:00
5436e3cdbae478396759f2b7,ISIC_0000243,2015-12-03T12:46:13.009000+00:00
5436e3cdbae478396759f2b9,ISIC_0000244,2015-12-04T15:48:41.719000+00:00
5436e3cdbae478396759f2bb,ISIC_0000245,2015-12-04T19:57:25.857000+00:00
5436e3cdbae478396759f2bd,ISIC_0000246,2015-12-04T15:47:48.766000+00:00
5436e3cdbae478396759f2bf,ISIC_0000247,2015-12-07T12:18:55.724000+00:00
5436e3cdbae478396759f2c1,ISIC_0000248,2015-12-02T19:14:20.834000+00:00
5436e3cdbae478396759f2c3,ISIC_0000249,2015-12-03T12:48:48.471000+00:00
5436e3cdbae478396759f2c5,ISIC_0000250,2015-12-02T19:29:28.629000+00:00
5436e3cdbae478396759f2c7,ISIC_0000251,2015-12-02T19:48:57.461000+00:00
5436e3cdbae478396759f2c9,ISIC_0000252,2015-12-02T19:20:44.984000+00:00
5436e3cdbae478396759f2cb,ISIC_0000253,2015-12-02T19:48:04.849000+00:00
5436e3cdbae478396759f2cd,ISIC_0000254,2015-12-02T19:49:33.878000+00:00
5436e3cebae478396759f2cf,ISIC_0000255,2015-12-02T19:21:45.142000+00:00
5436e3cebae478396759f2d1,ISIC_0000256,2015-12-02T19:49:26.355000+00:00
5436e3cebae478396759f2d3,ISIC_0000257,2015-12-04T19:52:56.889000+00:00
5436e3cebae478396759f2d5,ISIC_0000258,2015-12-04T15:11:17.932000+00:00
5436e3cebae478396759f2d7,ISIC_0000259,2015-12-04T14:45:47.473000+00:00
5436e3cebae478396759f2d9,ISIC_0000260,2015-12-02T19:10:13.843000+00:00
5436e3cebae478396759f2db,ISIC_0000261,2015-12-04T15:41:07.664000+00:00
5436e3cebae478396759f2dd,ISIC_0000262,2015-12-04T15:33:11.836000+00:00
5436e3cebae478396759f2df,ISIC_0000263,2015-12-02T19:35:07.343000+00:00
5436e3cebae478396759f2e1,ISIC_0000264,2015-12-02T19:51:11.781000+00:00
5436e3cebae478396759f2e3,ISIC_0000265,2015-12-02T19:24:28.139000+00:00
5436e3cebae478396759f2e5,ISIC_0000266,2015-12-02T19:51:22.909000+00:00
5436e3cfbae478396759f2e7,ISIC_0000267,2015-12-04T14:40:36.971000+00:00
5436e3cfbae478396759f2e9,ISIC_0000268,2015-12-04T15:07:43.309000+00:00
5436e3cfbae478396759f2eb,ISIC_0000269,2015-12-04T14:47:33.228000+00:00
5436e3cfbae478396759f2ed,ISIC_0000270,2015-12-04T14:58:40.375000+00:00
5436e3cfbae478396759f2ef,ISIC_0000271,2015-12-02T19:34:28.415000+00:00
5436e3cfbae478396759f2f1,ISIC_0000272,2015-12-02T19:44:49.073000+00:00
5436e3cfbae478396759f2f3,ISIC_0000273,2015-12-02T19:44:06.901000+00:00
5436e3cfbae478396759f2f5,ISIC_0000274,2015-12-07T12:16:34.006000+00:00
5436e3cfbae478396759f2f7,ISIC_0000275,2015-12-04T15:12:41.424000+00:00
5436e3cfbae478396759f2f9,ISIC_0000276,2015-12-04T15:04:36.455000+00:00
5436e3cfbae478396759f2fb,ISIC_0000277,2015-12-02T19:15:32.144000+00:00
5436e3cfbae478396759f2fd,ISIC_0000278,2015-12-04T19:56:12.678000+00:00
5436e3d0bae478396759f2ff,ISIC_0000279,2015-12-03T12:49:12.199000+00:00
5436e3d0bae478396759f301,ISIC_0000280,2015-12-07T12:02:48.837000+00:00
5436e3d0bae478396759f303,ISIC_0000281,2015-12-03T12:54:47.892000+00:00
5436e3d0bae478396759f305,ISIC_0000282,2015-12-04T19:48:12.760000+00:00
5436e3d0bae478396759f307,ISIC_0000283,2015-12-04T15:27:24.027000+00:00
5436e3d0bae478396759f309,ISIC_0000284,2015-12-02T19:22:52.041000+00:00
5436e3d0bae478396759f30b,ISIC_0000285,2015-12-04T14:47:57.047000+00:00
5436e3d0bae478396759f30d,ISIC_0000286,2015-12-02T19:35:37.488000+00:00
5436e3d0bae478396759f30f,ISIC_0000287,2015-12-07T12:20:42.851000+00:00
5436e3d0bae478396759f311,ISIC_0000288,2015-12-02T19:28:46.304000+00:00
5436e3d0bae478396759f313,ISIC_0000289,2016-11-15T20:34:20.159000+00:00
5436e3d1bae478396759f315,ISIC_0000290,2015-12-02T19:17:33.013000+00:00
5436e3d1bae478396759f317,ISIC_0000291,2014-11-03T14:28:49.374000+00:00
5436e3d1bae478396759f319,ISIC_0000292,2015-12-02T19:47:56.410000+00:00
5436e3d1bae478396759f31b,ISIC_0000293,2015-12-07T12:06:46.091000+00:00
5436e3d1bae478396759f31d,ISIC_0000294,2015-12-07T12:01:32.200000+00:00
5436e3d1bae478396759f31f,ISIC_0000295,2015-12-04T14:41:00.428000+00:00
5436e3d1bae478396759f321,ISIC_0000296,2015-12-02T19:52:28.735000+00:00
5436e3d1bae478396759f323,ISIC_0000297,2015-12-04T19:45:26.249000+00:00
5436e3d1bae478396759f325,ISIC_0000298,2015-12-04T19:43:53.785000+00:00
5436e3d1bae478396759f327,ISIC_0000299,2015-12-04T15:08:38.189000+00:00
5436e3d1bae478396759f329,ISIC_0000300,2015-12-04T19:45:41.273000+00:00
5436e3d2bae478396759f32b,ISIC_0000301,2015-12-04T20:00:33.844000+00:00
5436e3d2bae478396759f32d,ISIC_0000302,2015-12-04T15:28:52.971000+00:00
5436e3d2bae478396759f32f,ISIC_0000303,2015-12-04T14:48:17.677000+00:00
5436e3d2bae478396759f331,ISIC_0000304,2015-12-04T15:32:59.774000+00:00
5436e3d2bae478396759f333,ISIC_0000305,2015-12-04T15:21:56.084000+00:00
5436e3d2bae478396759f335,ISIC_0000306,2015-12-04T19:40:59.933000+00:00
5436e3d2bae478396759f337,ISIC_0000307,2015-12-04T15:09:05.990000+00:00
5436e3d2bae478396759f339,ISIC_0000308,2015-12-04T15:52:00.924000+00:00
5436e3d2bae478396759f33b,ISIC_0000309,2015-12-02T19:27:20.707000+00:00
5436e3d2bae478396759f33d,ISIC_0000310,2015-12-07T12:11:41.845000+00:00
5436e3d2bae478396759f33f,ISIC_0000311,2015-12-02T19:45:16.587000+00:00
5436e3d2bae478396759f341,ISIC_0000312,2015-12-04T15:10:17.076000+00:00
5436e3d3bae478396759f343,ISIC_0000313,2015-12-04T15:03:21.349000+00:00
5436e3d3bae478396759f345,ISIC_0000314,2015-12-04T15:13:11.488000+00:00
5436e3d3bae478396759f347,ISIC_0000315,2015-12-02T19:35:19.856000+00:00
5436e3d3bae478396759f349,ISIC_0000316,2015-12-04T15:25:51.375000+00:00
5436e3d3bae478396759f34b,ISIC_0000317,2015-12-04T19:43:38.008000+00:00
5436e3d3bae478396759f34d,ISIC_0000318,2015-12-02T19:20:06.055000+00:00
